"county_areas","region","date","month","year","quarter","homicide_con","offences_against_the_person_con","sexual_offences_con","burglary_con","robbery_con","theft_and_handling_con","fraud_and_forgery_con","criminal_damage_con","drugs_offences_con","public_order_offences_con","all_other_offences_con","motoring_offences_con"
"GreaterManchester","North West","2016-09-01","Sep",2016,"Q3_2016",4,619,92,84,24,254,29,105,94,151,42,330
"Gwent","Cymru/Wales","2016-09-01","Sep",2016,"Q3_2016",0,79,6,10,3,80,5,24,46,29,6,83
"Hampshire","Oxfordshire","2016-09-01","Sep",2016,"Q3_2016",2,260,42,20,6,179,17,40,69,84,26,204
"Hertfordshire","Thames and Chiltern","2016-09-01","Sep",2016,"Q3_2016",1,176,10,23,6,145,24,30,83,30,17,124
"Humberside","Yorkshire and Humberside","2016-09-01","Sep",2016,"Q3_2016",0,215,29,28,10,167,13,56,54,76,6,114
"Kent","South East","2016-09-01","Sep",2016,"Q3_2016",8,261,17,24,13,140,45,50,89,90,29,163
"Lancashire","North West","2016-09-01","Sep",2016,"Q3_2016",4,234,24,57,5,206,25,65,70,93,28,193
"Leicestershire","East Midlands","2016-09-01","Sep",2016,"Q3_2016",4,165,32,14,11,112,11,36,22,51,8,102
"Lincolnshire","East Midlands","2016-09-01","Sep",2016,"Q3_2016",0,160,1,22,0,62,6,27,31,59,16,138
"Merseyside","Mersey-Cheshire","2016-09-01","Sep",2016,"Q3_2016",1,359,30,23,13,188,16,49,179,99,25,261
"Metropolitan and City","Greater London","2016-09-01","Sep",2016,"Q3_2016",9,1732,181,217,100,924,255,265,1155,520,145,992
"Norfolk","East of England","2016-09-01","Sep",2016,"Q3_2016",3,152,10,12,1,101,10,37,65,88,15,105
"Northamptonshire","East Midlands","2016-09-01","Sep",2016,"Q3_2016",0,95,5,11,6,55,4,28,20,27,6,96
"Northumbria","North East","2016-09-01","Sep",2016,"Q3_2016",1,279,34,65,8,226,19,82,57,131,12,251
"North Wales","Cymru/Wales","2016-09-01","Sep",2016,"Q3_2016",0,184,19,14,4,113,14,38,51,61,14,115
"North Yorkshire","Yorkshire and Humberside","2016-09-01","Sep",2016,"Q3_2016",1,134,4,18,1,111,15,18,48,66,14,123
"Nottinghamshire","East Midlands","2016-09-01","Sep",2016,"Q3_2016",2,249,42,22,3,166,10,51,97,71,6,164
"South Wales","Cymru/Wales","2016-09-01","Sep",2016,"Q3_2016",4,390,27,54,9,221,20,59,143,108,22,228
"South Yorkshire","Yorkshire and Humberside","2016-09-01","Sep",2016,"Q3_2016",0,218,5,27,9,241,9,60,75,95,11,187
"Staffordshire","West Midlands","2016-09-01","Sep",2016,"Q3_2016",1,233,23,23,4,169,15,51,57,68,17,134
"Suffolk","East of England","2016-09-01","Sep",2016,"Q3_2016",0,115,6,7,2,80,16,25,38,32,8,100
"Surrey","South East","2016-09-01","Sep",2016,"Q3_2016",0,132,15,17,1,39,23,21,54,34,4,109
"Sussex","South East","2016-09-01","Sep",2016,"Q3_2016",1,246,28,16,7,152,14,40,86,65,11,186
"Thames Valley","Thames and Chiltern","2016-09-01","Sep",2016,"Q3_2016",1,351,42,30,17,263,29,51,125,100,18,286
"Warwickshire","West Midlands","2016-09-01","Sep",2016,"Q3_2016",0,76,12,8,4,58,8,11,14,29,6,84
"West Mercia","West Midlands","2016-09-01","Sep",2016,"Q3_2016",1,218,29,14,5,177,15,38,73,100,20,207
"West Midlands","West Midlands","2016-09-01","Sep",2016,"Q3_2016",8,730,60,88,41,628,61,121,217,252,77,353
"West Yorkshire","Yorkshire and Humberside","2016-09-01","Sep",2016,"Q3_2016",3,459,69,76,18,300,32,96,142,152,39,306
"Wiltshire","Oxfordshire","2016-09-01","Sep",2016,"Q3_2016",1,111,13,14,3,84,7,25,33,41,10,58
"Avon and Somerset","South West","2016-10-01","Oct",2016,"Q4_2016",3,312,43,42,5,405,22,73,113,137,14,216
"Bedfordshire","Thames and Chiltern","2016-10-01","Oct",2016,"Q4_2016",0,74,6,9,6,74,7,15,27,16,6,84
"Cambridgeshire","East of England","2016-10-01","Oct",2016,"Q4_2016",3,131,10,21,6,96,8,26,32,32,8,86
"Cheshire","Mersey-Cheshire","2016-10-01","Oct",2016,"Q4_2016",2,265,21,29,1,146,8,51,82,94,16,210
"Cleveland","North East","2016-10-01","Oct",2016,"Q4_2016",0,128,5,32,1,193,16,28,51,47,10,86
"Cumbria","North West","2016-10-01","Oct",2016,"Q4_2016",0,87,1,10,0,94,10,19,24,37,8,62
"Derbyshire","East Midlands","2016-10-01","Oct",2016,"Q4_2016",0,171,8,16,5,113,13,39,47,73,12,103
"Devon and Cornwall","South West","2016-10-01","Oct",2016,"Q4_2016",1,191,15,35,5,106,13,27,59,52,6,163
"Dorset","Oxfordshire","2016-10-01","Oct",2016,"Q4_2016",4,141,7,14,2,77,7,29,29,53,6,68
"Durham","North East","2016-10-01","Oct",2016,"Q4_2016",1,111,4,14,3,85,3,22,18,24,7,78
"Dyfed Powys","Cymru/Wales","2016-10-01","Oct",2016,"Q4_2016",1,69,3,11,1,35,4,16,48,26,4,58
"Essex","East of England","2016-10-01","Oct",2016,"Q4_2016",1,292,49,26,11,151,20,46,75,46,14,176
"Gloucestershire","South West","2016-10-01","Oct",2016,"Q4_2016",0,66,5,6,0,55,7,15,18,13,4,67
"GreaterManchester","North West","2016-10-01","Oct",2016,"Q4_2016",4,561,73,59,27,225,25,91,108,149,45,360
"Gwent","Cymru/Wales","2016-10-01","Oct",2016,"Q4_2016",2,104,7,14,1,81,6,18,31,24,6,83
"Hampshire","Oxfordshire","2016-10-01","Oct",2016,"Q4_2016",3,289,39,27,4,191,31,32,63,58,21,178
"Hertfordshire","Thames and Chiltern","2016-10-01","Oct",2016,"Q4_2016",1,180,16,24,5,166,20,27,83,39,12,164
"Humberside","Yorkshire and Humberside","2016-10-01","Oct",2016,"Q4_2016",3,215,14,27,12,132,10,32,57,68,8,112
"Kent","South East","2016-10-01","Oct",2016,"Q4_2016",8,273,20,26,11,162,26,53,89,54,30,160
"Lancashire","North West","2016-10-01","Oct",2016,"Q4_2016",1,224,15,47,16,196,20,44,83,100,20,189
"Leicestershire","East Midlands","2016-10-01","Oct",2016,"Q4_2016",1,163,30,18,7,109,17,40,42,49,6,121
"Lincolnshire","East Midlands","2016-10-01","Oct",2016,"Q4_2016",0,130,6,21,1,77,10,17,28,32,12,107
"Merseyside","Mersey-Cheshire","2016-10-01","Oct",2016,"Q4_2016",2,307,39,17,3,163,20,42,182,72,31,195
"Metropolitan and City","Greater London","2016-10-01","Oct",2016,"Q4_2016",19,1703,170,187,88,880,265,239,1039,463,103,964
"Norfolk","East of England","2016-10-01","Oct",2016,"Q4_2016",1,195,13,12,3,144,11,55,63,89,10,118
"Northamptonshire","East Midlands","2016-10-01","Oct",2016,"Q4_2016",2,112,6,11,5,72,10,28,30,28,10,97
"Northumbria","North East","2016-10-01","Oct",2016,"Q4_2016",3,251,52,41,6,239,14,74,79,146,14,225
"North Wales","Cymru/Wales","2016-10-01","Oct",2016,"Q4_2016",1,145,16,20,1,124,16,28,44,60,10,113
"North Yorkshire","Yorkshire and Humberside","2016-10-01","Oct",2016,"Q4_2016",2,136,2,16,2,106,6,35,35,59,21,122
"Nottinghamshire","East Midlands","2016-10-01","Oct",2016,"Q4_2016",2,271,38,23,7,166,17,54,121,79,16,131
"South Wales","Cymru/Wales","2016-10-01","Oct",2016,"Q4_2016",2,354,22,45,11,258,22,74,192,108,25,218
"South Yorkshire","Yorkshire and Humberside","2016-10-01","Oct",2016,"Q4_2016",2,183,2,31,12,220,11,60,83,88,8,182
"Staffordshire","West Midlands","2016-10-01","Oct",2016,"Q4_2016",3,208,23,17,1,146,12,62,56,62,14,132
"Suffolk","East of England","2016-10-01","Oct",2016,"Q4_2016",0,123,11,7,1,55,3,29,45,45,4,90
"Surrey","South East","2016-10-01","Oct",2016,"Q4_2016",0,115,16,7,4,40,10,16,23,30,6,108
"Sussex","South East","2016-10-01","Oct",2016,"Q4_2016",0,200,30,25,6,125,30,33,75,65,9,186
"Thames Valley","Thames and Chiltern","2016-10-01","Oct",2016,"Q4_2016",6,353,47,49,14,216,29,42,140,92,27,274
"Warwickshire","West Midlands","2016-10-01","Oct",2016,"Q4_2016",0,66,7,11,6,86,8,12,15,27,5,87
"West Mercia","West Midlands","2016-10-01","Oct",2016,"Q4_2016",2,228,30,25,7,137,7,50,59,67,11,200
"West Midlands","West Midlands","2016-10-01","Oct",2016,"Q4_2016",4,645,55,80,41,586,71,90,225,235,99,399
"West Yorkshire","Yorkshire and Humberside","2016-10-01","Oct",2016,"Q4_2016",2,449,56,69,15,300,47,91,134,116,23,255
"Wiltshire","Oxfordshire","2016-10-01","Oct",2016,"Q4_2016",0,93,7,6,0,57,10,12,29,30,7,64
"Avon and Somerset","South West","2016-11-01","Nov",2016,"Q4_2016",0,257,53,39,9,224,13,73,91,78,22,209
"Bedfordshire","Thames and Chiltern","2016-11-01","Nov",2016,"Q4_2016",1,81,8,10,0,72,2,10,33,17,6,84
"Cambridgeshire","East of England","2016-11-01","Nov",2016,"Q4_2016",2,122,9,18,5,84,5,27,36,30,16,94
"Cheshire","Mersey-Cheshire","2016-11-01","Nov",2016,"Q4_2016",2,290,24,32,10,177,19,38,71,113,18,192
"Cleveland","North East","2016-11-01","Nov",2016,"Q4_2016",0,148,11,24,4,201,7,38,54,58,20,82
"Cumbria","North West","2016-11-01","Nov",2016,"Q4_2016",0,100,6,7,1,91,10,25,23,37,11,109
"Derbyshire","East Midlands","2016-11-01","Nov",2016,"Q4_2016",1,181,6,15,2,122,7,42,48,51,14,93
"Devon and Cornwall","South West","2016-11-01","Nov",2016,"Q4_2016",2,184,13,22,1,104,8,35,65,78,33,212
"Dorset","Oxfordshire","2016-11-01","Nov",2016,"Q4_2016",0,106,9,8,2,68,10,18,36,35,10,101
"Durham","North East","2016-11-01","Nov",2016,"Q4_2016",1,108,8,18,1,115,6,22,20,29,7,96
"Dyfed Powys","Cymru/Wales","2016-11-01","Nov",2016,"Q4_2016",2,80,2,6,1,40,2,14,45,16,5,65
"Essex","East of England","2016-11-01","Nov",2016,"Q4_2016",1,303,49,30,2,127,20,54,97,60,23,191
"Gloucestershire","South West","2016-11-01","Nov",2016,"Q4_2016",0,68,4,8,0,106,9,20,34,17,7,78
"GreaterManchester","North West","2016-11-01","Nov",2016,"Q4_2016",13,561,95,61,23,227,26,92,98,108,40,326
"Gwent","Cymru/Wales","2016-11-01","Nov",2016,"Q4_2016",2,107,10,14,3,90,13,24,41,28,1,90
"Hampshire","Oxfordshire","2016-11-01","Nov",2016,"Q4_2016",1,247,33,23,4,188,21,32,79,72,17,195
"Hertfordshire","Thames and Chiltern","2016-11-01","Nov",2016,"Q4_2016",1,184,11,18,4,189,22,29,80,60,8,128
"Humberside","Yorkshire and Humberside","2016-11-01","Nov",2016,"Q4_2016",1,217,20,22,8,140,16,40,59,66,13,111
"Kent","South East","2016-11-01","Nov",2016,"Q4_2016",2,301,27,23,11,152,32,41,96,84,23,174
"Lancashire","North West","2016-11-01","Nov",2016,"Q4_2016",1,252,20,50,6,253,18,56,62,102,30,239
"Leicestershire","East Midlands","2016-11-01","Nov",2016,"Q4_2016",1,167,20,23,5,94,14,29,30,29,6,108
"Lincolnshire","East Midlands","2016-11-01","Nov",2016,"Q4_2016",2,138,3,17,7,90,6,27,31,57,10,167
"Merseyside","Mersey-Cheshire","2016-11-01","Nov",2016,"Q4_2016",4,368,37,19,8,221,25,38,189,85,30,272
"Metropolitan and City","Greater London","2016-11-01","Nov",2016,"Q4_2016",15,1788,178,212,84,972,266,222,1093,510,101,1044
"Norfolk","East of England","2016-11-01","Nov",2016,"Q4_2016",0,151,17,12,4,137,10,36,71,90,16,121
"Northamptonshire","East Midlands","2016-11-01","Nov",2016,"Q4_2016",0,121,9,11,3,70,17,24,25,23,7,77
"Northumbria","North East","2016-11-01","Nov",2016,"Q4_2016",1,306,52,46,8,289,31,81,75,148,14,187
"North Wales","Cymru/Wales","2016-11-01","Nov",2016,"Q4_2016",3,140,15,18,0,104,9,23,39,53,18,101
"North Yorkshire","Yorkshire and Humberside","2016-11-01","Nov",2016,"Q4_2016",0,139,13,12,1,132,5,33,56,48,16,97
"Nottinghamshire","East Midlands","2016-11-01","Nov",2016,"Q4_2016",5,281,51,31,2,188,16,37,105,76,17,170
"South Wales","Cymru/Wales","2016-11-01","Nov",2016,"Q4_2016",5,351,35,31,7,231,21,68,156,97,14,274
"South Yorkshire","Yorkshire and Humberside","2016-11-01","Nov",2016,"Q4_2016",2,232,13,31,4,269,13,64,77,94,15,202
"Staffordshire","West Midlands","2016-11-01","Nov",2016,"Q4_2016",0,197,33,20,0,152,13,52,83,62,13,165
"Suffolk","East of England","2016-11-01","Nov",2016,"Q4_2016",1,111,6,7,1,48,11,25,42,29,1,85
"Surrey","South East","2016-11-01","Nov",2016,"Q4_2016",0,123,19,10,0,40,7,12,41,25,10,123
"Sussex","South East","2016-11-01","Nov",2016,"Q4_2016",0,245,32,35,13,128,14,28,105,67,4,199
"Thames Valley","Thames and Chiltern","2016-11-01","Nov",2016,"Q4_2016",5,342,41,47,5,215,23,56,124,88,18,241
"Warwickshire","West Midlands","2016-11-01","Nov",2016,"Q4_2016",0,86,16,2,0,56,9,17,13,22,2,56
"West Mercia","West Midlands","2016-11-01","Nov",2016,"Q4_2016",2,218,35,24,1,163,16,35,66,87,16,218
"West Midlands","West Midlands","2016-11-01","Nov",2016,"Q4_2016",7,782,65,66,44,574,77,96,246,251,60,378
"West Yorkshire","Yorkshire and Humberside","2016-11-01","Nov",2016,"Q4_2016",2,509,56,61,16,333,16,99,155,136,29,319
"Wiltshire","Oxfordshire","2016-11-01","Nov",2016,"Q4_2016",1,111,15,14,5,58,10,19,17,29,6,74
"Avon and Somerset","South West","2016-12-01","Dec",2016,"Q4_2016",6,299,37,30,9,205,9,40,81,74,16,164
"Bedfordshire","Thames and Chiltern","2016-12-01","Dec",2016,"Q4_2016",1,70,3,5,4,58,8,18,30,19,4,95
"Cambridgeshire","East of England","2016-12-01","Dec",2016,"Q4_2016",1,96,6,22,1,114,10,11,34,23,3,105
"Cheshire","Mersey-Cheshire","2016-12-01","Dec",2016,"Q4_2016",1,192,20,9,3,169,12,29,73,71,13,172
"Cleveland","North East","2016-12-01","Dec",2016,"Q4_2016",4,124,6,40,3,200,29,24,65,49,14,85
"Cumbria","North West","2016-12-01","Dec",2016,"Q4_2016",2,97,5,6,4,83,5,25,35,46,5,90
"Derbyshire","East Midlands","2016-12-01","Dec",2016,"Q4_2016",1,112,11,14,2,128,4,34,45,41,7,69
"Devon and Cornwall","South West","2016-12-01","Dec",2016,"Q4_2016",5,183,12,21,1,145,10,35,82,67,18,173
"Dorset","Oxfordshire","2016-12-01","Dec",2016,"Q4_2016",0,117,9,11,5,77,5,19,41,28,3,86
"Durham","North East","2016-12-01","Dec",2016,"Q4_2016",1,88,4,17,0,105,6,23,13,21,5,100
"Dyfed Powys","Cymru/Wales","2016-12-01","Dec",2016,"Q4_2016",1,69,3,7,1,21,1,14,38,16,4,69
"Essex","East of England","2016-12-01","Dec",2016,"Q4_2016",6,238,41,35,6,173,16,33,82,42,15,163
"Gloucestershire","South West","2016-12-01","Dec",2016,"Q4_2016",3,63,2,11,3,46,5,8,23,7,4,55
"GreaterManchester","North West","2016-12-01","Dec",2016,"Q4_2016",6,474,85,58,31,231,26,84,147,100,42,284
"Gwent","Cymru/Wales","2016-12-01","Dec",2016,"Q4_2016",1,105,11,16,0,76,6,21,33,36,4,87
"Hampshire","Oxfordshire","2016-12-01","Dec",2016,"Q4_2016",4,196,26,30,2,185,18,36,88,56,15,175
"Hertfordshire","Thames and Chiltern","2016-12-01","Dec",2016,"Q4_2016",5,144,9,7,2,128,17,24,67,32,12,121
"Humberside","Yorkshire and Humberside","2016-12-01","Dec",2016,"Q4_2016",1,201,25,39,7,141,10,40,53,71,13,101
"Kent","South East","2016-12-01","Dec",2016,"Q4_2016",7,243,21,23,4,134,23,32,85,59,25,125
"Lancashire","North West","2016-12-01","Dec",2016,"Q4_2016",2,215,15,44,6,204,14,49,64,98,15,201
"Leicestershire","East Midlands","2016-12-01","Dec",2016,"Q4_2016",3,135,23,13,2,82,9,29,21,36,4,107
"Lincolnshire","East Midlands","2016-12-01","Dec",2016,"Q4_2016",2,132,9,24,5,97,12,19,21,36,11,106
"Merseyside","Mersey-Cheshire","2016-12-01","Dec",2016,"Q4_2016",2,310,20,16,6,163,10,40,167,58,15,210
"Metropolitan and City","Greater London","2016-12-01","Dec",2016,"Q4_2016",20,1461,152,166,62,880,247,216,973,442,96,950
"Norfolk","East of England","2016-12-01","Dec",2016,"Q4_2016",0,146,9,17,2,125,5,16,54,75,12,141
"Northamptonshire","East Midlands","2016-12-01","Dec",2016,"Q4_2016",1,77,4,7,5,69,3,22,25,24,4,65
"Northumbria","North East","2016-12-01","Dec",2016,"Q4_2016",6,240,34,42,2,278,22,57,62,131,20,183
"North Wales","Cymru/Wales","2016-12-01","Dec",2016,"Q4_2016",0,125,23,9,2,108,11,32,27,45,11,97
"North Yorkshire","Yorkshire and Humberside","2016-12-01","Dec",2016,"Q4_2016",1,107,4,5,1,120,5,40,29,35,14,119
"Nottinghamshire","East Midlands","2016-12-01","Dec",2016,"Q4_2016",5,212,46,24,4,147,12,43,111,80,24,139
"South Wales","Cymru/Wales","2016-12-01","Dec",2016,"Q4_2016",6,317,26,27,4,214,19,53,138,117,9,206
"South Yorkshire","Yorkshire and Humberside","2016-12-01","Dec",2016,"Q4_2016",3,212,12,20,7,196,13,50,69,78,9,158
"Staffordshire","West Midlands","2016-12-01","Dec",2016,"Q4_2016",0,175,23,28,3,160,7,32,52,64,12,146
"Suffolk","East of England","2016-12-01","Dec",2016,"Q4_2016",1,106,7,6,2,52,2,22,35,33,7,96
"Surrey","South East","2016-12-01","Dec",2016,"Q4_2016",0,95,16,4,3,56,7,15,28,20,6,93
"Sussex","South East","2016-12-01","Dec",2016,"Q4_2016",0,196,21,21,8,94,9,28,67,51,18,182
"Thames Valley","Thames and Chiltern","2016-12-01","Dec",2016,"Q4_2016",3,295,44,31,12,216,31,47,114,74,22,233
"Warwickshire","West Midlands","2016-12-01","Dec",2016,"Q4_2016",1,60,13,6,0,81,8,12,16,30,1,59
"West Mercia","West Midlands","2016-12-01","Dec",2016,"Q4_2016",1,204,24,6,2,149,11,29,57,53,11,199
"West Midlands","West Midlands","2016-12-01","Dec",2016,"Q4_2016",6,587,64,62,39,504,50,101,206,203,54,309
"West Yorkshire","Yorkshire and Humberside","2016-12-01","Dec",2016,"Q4_2016",6,413,59,57,16,232,25,77,129,108,34,270
"Wiltshire","Oxfordshire","2016-12-01","Dec",2016,"Q4_2016",0,84,8,4,3,61,10,17,28,17,4,68
"Avon and Somerset","South West","2017-01-01","Jan",2017,"Q1_2017",3,275,42,33,3,187,23,59,69,96,6,219
"Bedfordshire","Thames and Chiltern","2017-01-01","Jan",2017,"Q1_2017",0,97,3,10,1,59,10,14,25,26,8,109
"Cambridgeshire","East of England","2017-01-01","Jan",2017,"Q1_2017",3,126,10,14,2,104,8,22,32,41,9,84
"Cheshire","Mersey-Cheshire","2017-01-01","Jan",2017,"Q1_2017",2,274,12,17,4,206,8,41,95,107,26,181
"Cleveland","North East","2017-01-01","Jan",2017,"Q1_2017",2,137,3,37,3,198,19,43,76,57,8,74
"Cumbria","North West","2017-01-01","Jan",2017,"Q1_2017",1,137,5,8,4,111,2,27,32,41,9,125
"Derbyshire","East Midlands","2017-01-01","Jan",2017,"Q1_2017",1,181,7,11,2,171,7,51,54,66,18,101
"Devon and Cornwall","South West","2017-01-01","Jan",2017,"Q1_2017",3,209,21,23,4,135,16,43,63,61,7,196
"Dorset","Oxfordshire","2017-01-01","Jan",2017,"Q1_2017",1,135,6,19,2,91,9,11,38,37,9,104
"Durham","North East","2017-01-01","Jan",2017,"Q1_2017",1,118,3,17,0,112,4,30,14,25,12,104
"Dyfed Powys","Cymru/Wales","2017-01-01","Jan",2017,"Q1_2017",1,82,6,4,0,44,10,10,38,20,7,93
"Essex","East of England","2017-01-01","Jan",2017,"Q1_2017",6,255,48,24,3,154,24,57,114,45,11,235
"Gloucestershire","South West","2017-01-01","Jan",2017,"Q1_2017",0,75,2,9,2,78,10,16,38,16,2,83
"GreaterManchester","North West","2017-01-01","Jan",2017,"Q1_2017",3,605,82,49,27,250,28,83,107,192,58,360
"Gwent","Cymru/Wales","2017-01-01","Jan",2017,"Q1_2017",0,106,10,15,8,102,6,20,34,32,5,84
"Hampshire","Oxfordshire","2017-01-01","Jan",2017,"Q1_2017",3,293,38,34,4,226,13,68,68,64,15,245
"Hertfordshire","Thames and Chiltern","2017-01-01","Jan",2017,"Q1_2017",0,201,16,20,3,164,16,24,72,50,11,160
"Humberside","Yorkshire and Humberside","2017-01-01","Jan",2017,"Q1_2017",0,224,22,30,6,176,9,54,54,85,8,121
"Kent","South East","2017-01-01","Jan",2017,"Q1_2017",5,319,18,36,4,168,28,64,87,78,25,194
"Lancashire","North West","2017-01-01","Jan",2017,"Q1_2017",4,274,22,43,12,256,13,53,49,99,33,249
"Leicestershire","East Midlands","2017-01-01","Jan",2017,"Q1_2017",0,178,25,24,1,95,9,33,39,44,12,121
"Lincolnshire","East Midlands","2017-01-01","Jan",2017,"Q1_2017",2,126,3,14,1,95,11,39,39,58,11,146
"Merseyside","Mersey-Cheshire","2017-01-01","Jan",2017,"Q1_2017",2,342,25,28,10,245,21,67,206,85,18,245
"Metropolitan and City","Greater London","2017-01-01","Jan",2017,"Q1_2017",20,1713,162,214,93,997,266,253,1075,473,112,997
"Norfolk","East of England","2017-01-01","Jan",2017,"Q1_2017",0,182,12,14,5,165,22,30,50,81,10,104
"Northamptonshire","East Midlands","2017-01-01","Jan",2017,"Q1_2017",0,120,8,15,3,65,7,20,35,34,4,109
"Northumbria","North East","2017-01-01","Jan",2017,"Q1_2017",1,241,28,40,7,303,14,62,65,153,9,234
"North Wales","Cymru/Wales","2017-01-01","Jan",2017,"Q1_2017",0,168,23,24,1,115,11,33,29,63,11,124
"North Yorkshire","Yorkshire and Humberside","2017-01-01","Jan",2017,"Q1_2017",2,147,9,17,1,116,16,28,43,58,15,109
"Nottinghamshire","East Midlands","2017-01-01","Jan",2017,"Q1_2017",1,259,41,23,4,218,9,51,108,87,23,180
"South Wales","Cymru/Wales","2017-01-01","Jan",2017,"Q1_2017",1,367,37,37,9,278,24,71,159,128,19,229
"South Yorkshire","Yorkshire and Humberside","2017-01-01","Jan",2017,"Q1_2017",1,230,11,33,5,255,6,61,60,100,15,208
"Staffordshire","West Midlands","2017-01-01","Jan",2017,"Q1_2017",1,201,37,24,1,160,13,40,77,69,18,166
"Suffolk","East of England","2017-01-01","Jan",2017,"Q1_2017",1,106,6,7,2,64,14,27,34,35,7,73
"Surrey","South East","2017-01-01","Jan",2017,"Q1_2017",1,124,20,10,0,50,26,12,36,25,10,96
"Sussex","South East","2017-01-01","Jan",2017,"Q1_2017",0,206,32,29,4,151,18,32,82,53,10,216
"Thames Valley","Thames and Chiltern","2017-01-01","Jan",2017,"Q1_2017",2,315,44,26,9,211,29,58,106,108,25,297
"Warwickshire","West Midlands","2017-01-01","Jan",2017,"Q1_2017",2,86,4,9,1,78,1,21,30,26,8,115
"West Mercia","West Midlands","2017-01-01","Jan",2017,"Q1_2017",1,214,23,15,3,170,14,26,72,77,14,229
"West Midlands","West Midlands","2017-01-01","Jan",2017,"Q1_2017",4,686,62,57,41,589,74,102,218,200,64,385
"West Yorkshire","Yorkshire and Humberside","2017-01-01","Jan",2017,"Q1_2017",1,484,63,66,18,370,33,109,166,113,41,330
"Wiltshire","Oxfordshire","2017-01-01","Jan",2017,"Q1_2017",1,101,9,13,4,64,13,20,42,36,6,79
"Avon and Somerset","South West","2017-02-01","Feb",2017,"Q1_2017",1,247,35,37,8,208,13,67,93,73,7,183
"Bedfordshire","Thames and Chiltern","2017-02-01","Feb",2017,"Q1_2017",3,80,6,15,3,68,11,15,35,30,10,72
"Cambridgeshire","East of England","2017-02-01","Feb",2017,"Q1_2017",1,132,7,16,5,108,16,28,25,25,8,76
"Cheshire","Mersey-Cheshire","2017-02-01","Feb",2017,"Q1_2017",0,238,21,23,8,168,19,40,99,76,7,182
"Cleveland","North East","2017-02-01","Feb",2017,"Q1_2017",1,104,15,22,8,150,11,31,64,33,6,67
"Cumbria","North West","2017-02-01","Feb",2017,"Q1_2017",0,84,6,9,0,65,7,17,20,28,3,81
"Derbyshire","East Midlands","2017-02-01","Feb",2017,"Q1_2017",2,188,6,24,5,147,17,28,58,47,9,107
"Devon and Cornwall","South West","2017-02-01","Feb",2017,"Q1_2017",4,230,19,22,5,117,15,23,61,51,8,166
"Dorset","Oxfordshire","2017-02-01","Feb",2017,"Q1_2017",0,119,13,19,3,71,5,16,44,33,4,87
"Durham","North East","2017-02-01","Feb",2017,"Q1_2017",0,110,4,14,1,107,11,21,19,17,6,72
"Dyfed Powys","Cymru/Wales","2017-02-01","Feb",2017,"Q1_2017",0,73,5,12,0,31,2,21,42,18,5,62
"Essex","East of England","2017-02-01","Feb",2017,"Q1_2017",1,248,40,23,8,167,29,44,93,45,8,207
"Gloucestershire","South West","2017-02-01","Feb",2017,"Q1_2017",1,83,5,14,7,78,9,14,32,16,5,73
"GreaterManchester","North West","2017-02-01","Feb",2017,"Q1_2017",4,534,86,49,20,216,29,68,98,120,47,319
"Gwent","Cymru/Wales","2017-02-01","Feb",2017,"Q1_2017",0,86,6,9,1,77,2,31,34,23,6,90
"Hampshire","Oxfordshire","2017-02-01","Feb",2017,"Q1_2017",2,259,22,29,4,193,22,47,73,70,14,167
